primary_title,production_budget,domestic_gross,worldwide_gross,net_revenue
The Peanuts Movie,99000000.0,130178411.0,250091610.0,151091610.0
The LEGO Movie 2: The Second Part,99000000.0,105806508.0,190325698.0,91325698.0
Robin Hood,99000000.0,30824628.0,84747441.0,-14252559.0
The Mummy Returns,98000000.0,202007640.0,435040395.0,337040395.0
Gangs of New York,97000000.0,77730500.0,183124621.0,86124621.0
Alien: Covenant,97000000.0,74262031.0,238521247.0,141521247.0
Cinderella,95000000.0,201151353.0,534551353.0,439551353.0
Ice Age: Continental Drift,95000000.0,161321843.0,879765137.0,784765137.0
Black Hawk Down,95000000.0,108638745.0,159691085.0,64691085.0
Sex and the City 2,95000000.0,95347692.0,294680778.0,199680778.0
Percy Jackson & the Olympians: The Lightning Thief,95000000.0,88768303.0,223050874.0,128050874.0
The Campaign,95000000.0,86907746.0,104907746.0,9907746.0
Unstoppable,95000000.0,81562942.0,165720921.0,70720921.0
The Fifth Element,95000000.0,63570862.0,263898761.0,168898761.0
The Road to El Dorado,95000000.0,50802661.0,65700000.0,-29300000.0
The Lovely Bones,95000000.0,44114232.0,94894448.0,-105552.0
Ben-Hur,95000000.0,26410477.0,91669648.0,-3330352.0
Seventh Son,95000000.0,17725785.0,108874967.0,13874967.0
Finding Nemo,94000000.0,380529370.0,936429370.0,842429370.0
The Lord of the Rings: The Return of the King,94000000.0,377845905.0,1141403341.0,1047403341.0
The Lord of the Rings: The Two Towers,94000000.0,342548984.0,934699645.0,840699645.0
Lara Croft: Tomb Raider,94000000.0,131144183.0,273330185.0,179330185.0
Kingsman: The Secret Service,94000000.0,128261724.0,404561724.0,310561724.0
Jurassic Park III,93000000.0,181166115.0,365900000.0,272900000.0
Rise of the Planet of the Apes,93000000.0,176760185.0,470986200.0,377986200.0
The Spiderwick Chronicles,92500000.0,71195053.0,162839667.0,70339667.0
The Incredibles,92000000.0,261441092.0,614726752.0,522726752.0
A Good Day to Die Hard,92000000.0,67349198.0,304249198.0,212249198.0
The Alamo,92000000.0,22406362.0,23911362.0,-68088638.0
Cutthroat Island,92000000.0,10017322.0,18517322.0,-73482678.0
The Secret Life of Walter Mitty,91000000.0,58236838.0,187861183.0,96861183.0
Jumanji: Welcome to the Jungle,90000000.0,404508916.0,964496193.0,874496193.0
Men in Black,90000000.0,250690539.0,587790539.0,497790539.0
Toy Story 2,90000000.0,245852179.0,511358276.0,421358276.0
Rush Hour 2,90000000.0,226164286.0,347425832.0,257425832.0
Sherlock Holmes,90000000.0,209028679.0,498438212.0,408438212.0
Ice Age: Dawn of the Dinosaurs,90000000.0,196573705.0,859701857.0,769701857.0
Spider-Man: Into The Spider-Verse 3D,90000000.0,190173195.0,375381768.0,285381768.0
What Lies Beneath,90000000.0,155464351.0,288693989.0,198693989.0
Rio,90000000.0,143619809.0,487519809.0,397519809.0
The Departed,90000000.0,132384315.0,289660619.0,199660619.0
Charlie's Angels,90000000.0,125305545.0,259736090.0,169736090.0
Mulan,90000000.0,120620254.0,303500000.0,213500000.0
Tropic Thunder,90000000.0,110515313.0,191145256.0,101145256.0
The Girl with the Dragon Tattoo,90000000.0,102515793.0,239373970.0,149373970.0
Contact,90000000.0,100920329.0,165900000.0,75900000.0
You Don't Mess With the Zohan,90000000.0,100018837.0,202910991.0,112910991.0
Die Hard: With a Vengeance,90000000.0,100012499.0,366101666.0,276101666.0
The Magnificent Seven,90000000.0,93432655.0,162525156.0,72525156.0
Alvin and the Chipmunks: The Road Chip,90000000.0,85886987.0,249517956.0,159517956.0
Atlantis: The Lost Empire,90000000.0,84052762.0,186049020.0,96049020.0
Valkyrie,90000000.0,83107829.0,203932174.0,113932174.0
Pixels,90000000.0,78765986.0,244041804.0,154041804.0
Artificial Intelligence: AI,90000000.0,78616689.0,235900000.0,145900000.0
The Haunted Mansion,90000000.0,75817994.0,155750628.0,65750628.0
Hollow Man,90000000.0,73209340.0,191200000.0,101200000.0
The Interpreter,90000000.0,72708161.0,162753837.0,72753837.0
Percy Jackson: Sea of Monsters,90000000.0,68559554.0,200859554.0,110859554.0
Lara Croft: Tomb Raider: The Cradle of Life,90000000.0,65653758.0,157092943.0,67092943.0
Now You See Me 2,90000000.0,65075540.0,328325007.0,238325007.0
Spy Game,90000000.0,62362560.0,143049560.0,53049560.0
The Saint,90000000.0,61363304.0,169400000.0,79400000.0
Mission to Mars,90000000.0,60874615.0,106000000.0,16000000.0
Tomb Raider,90000000.0,58250803.0,273477501.0,183477501.0
Bicentennial Man,90000000.0,58220776.0,87420776.0,-2579224.0
King Arthur,90000000.0,51877963.0,203877963.0,113877963.0
Volcano,90000000.0,47546796.0,120100000.0,30100000.0
The Devil's Own,90000000.0,42885593.0,140900000.0,50900000.0
K-19: The Widowmaker,90000000.0,35168966.0,65716126.0,-24283874.0
Conan the Barbarian,90000000.0,21295021.0,63356133.0,-26643867.0
The Three Musketeers,90000000.0,20377913.0,139877913.0,49877913.0
The Promise,90000000.0,8224288.0,10551417.0,-79448583.0
The Nutcracker in 3D,90000000.0,195459.0,20466016.0,-69533984.0
Bright,90000000.0,0.0,0.0,-90000000.0
Army of the Dead,90000000.0,0.0,0.0,-90000000.0
Twister,88000000.0,241688385.0,495700000.0,407700000.0
Cinderella Man,88000000.0,61649911.0,105021488.0,17021488.0
The Predator,88000000.0,51024708.0,159487563.0,71487563.0
Fantastic Four,87500000.0,154696080.0,333132750.0,245632750.0
Hannibal,87000000.0,165092266.0,350100280.0,263100280.0
Seabiscuit,86000000.0,120277854.0,148715342.0,62715342.0
Cast Away,85000000.0,233632142.0,427230516.0,342230516.0
Happy Feet,85000000.0,198000317.0,385000317.0,300000317.0
Ocean's Eleven,85000000.0,183417150.0,450728529.0,365728529.0
The Bourne Supremacy,85000000.0,176087450.0,311001124.0,226001124.0
Air Force One,85000000.0,172956409.0,315268353.0,230268353.0
Fast & Furious,85000000.0,155064265.0,363064265.0,278064265.0
Horton Hears a Who,85000000.0,154529439.0,299477886.0,214477886.0
Divergent,85000000.0,150947895.0,276014965.0,191014965.0
Hotel Transylvania,85000000.0,148313048.0,378505812.0,293505812.0
Shazam!,85000000.0,139606856.0,362899733.0,277899733.0
Enchanted,85000000.0,127706877.0,340384141.0,255384141.0
Safe House,85000000.0,126181630.0,208542162.0,123542162.0
I Now Pronounce You Chuck and Larry,85000000.0,119725280.0,185708462.0,100708462.0
Ocean's Thirteen,85000000.0,117144465.0,311744465.0,226744465.0
Itâs Complicated,85000000.0,112735375.0,224614744.0,139614744.0
Enemy of the State,85000000.0,111549836.0,250649836.0,165649836.0
Open Season,85000000.0,85105259.0,191932158.0,106932158.0
Tower Heist,85000000.0,78046570.0,150422946.0,65422946.0
102 Dalmatians,85000000.0,66941559.0,66941559.0,-18058441.0
Mirror Mirror,85000000.0,64935167.0,173613482.0,88613482.0
The Holiday,85000000.0,63280000.0,205190324.0,120190324.0
The Fast and the Furious: Tokyo Drift,85000000.0,62615510.0,157794205.0,72794205.0
Memoirs of a Geisha,85000000.0,57010853.0,161510853.0,76510853.0
Enemy at the Gates,85000000.0,51396781.0,96971293.0,11971293.0
Last Action Hero,85000000.0,50016394.0,137298489.0,52298489.0
The Rundown,85000000.0,47641743.0,80831893.0,-4168107.0
Arthur Christmas,85000000.0,46462469.0,149717124.0,64717124.0
xXx: Return of Xander Cage,85000000.0,44898413.0,345033359.0,260033359.0
Meet Joe Black,85000000.0,44650003.0,44650003.0,-40349997.0
Cats & Dogs: The Revenge of Kitty Galore,85000000.0,43585753.0,113026383.0,28026383.0
Collateral Damage,85000000.0,40048332.0,78353508.0,-6646492.0
Showtime,85000000.0,37948765.0,78948765.0,-6051235.0
Judge Dredd,85000000.0,34687912.0,113487912.0,28487912.0
Zodiac,85000000.0,33080084.0,83080084.0,-1919916.0
Scott Pilgrim vs. The World,85000000.0,31611316.0,48056764.0,-36943236.0
The Core,85000000.0,31111260.0,74132631.0,-10867369.0
Father's Day,85000000.0,28681080.0,35681080.0,-49318920.0
The Greatest Showman,84000000.0,174340174.0,386665550.0,302665550.0
Scooby-Doo,84000000.0,153294164.0,276294164.0,192294164.0
Nutty Professor II: The Klumps,84000000.0,123307945.0,166307945.0,82307945.0
RED 2,84000000.0,53262560.0,141507355.0,57507355.0
Click,82500000.0,137355633.0,237685089.0,155185089.0
Charlotte's Web,82500000.0,82985708.0,143985708.0,61485708.0
Jumper,82500000.0,80172128.0,222640812.0,140140812.0
Hellboy II: The Golden Army,82500000.0,75986503.0,160388063.0,77888063.0
The Longest Yard,82000000.0,158119460.0,191558505.0,109558505.0
The Expendables,82000000.0,103068524.0,268268174.0,186268174.0
The 6th Day,82000000.0,34543701.0,96024898.0,14024898.0
Call of the Wild,82000000.0,0.0,0.0,-82000000.0
Bruce Almighty,81000000.0,242704995.0,484468608.0,403468608.0
The Hunger Games,80000000.0,408010692.0,677923379.0,597923379.0
The Hangover Part II,80000000.0,254464305.0,586464305.0,506464305.0
Mission: Impossible,80000000.0,180981886.0,457697994.0,377697994.0
The Lego Batman Movie,80000000.0,175750384.0,310660018.0,230660018.0
Hotel Transylvania 2,80000000.0,169700110.0,469500298.0,389500298.0
Batman Returns,80000000.0,162833635.0,266824291.0,186824291.0
The Mummy,80000000.0,155385488.0,416385488.0,336385488.0
Over the Hedge,80000000.0,155019340.0,343397247.0,263397247.0
Lilo & Stitch,80000000.0,145771527.0,245800000.0,165800000.0
Deep Impact,80000000.0,140464664.0,349464664.0,269464664.0
Grown Ups 2,80000000.0,133668525.0,247023808.0,167023808.0
Alvin and the Chipmunks: Chipwrecked,80000000.0,133107389.0,349088523.0,269088523.0
Get Smart,80000000.0,130319208.0,226739416.0,146739416.0
Robots,80000000.0,128200012.0,260700012.0,180700012.0
Shutter Island,80000000.0,128012934.0,299461782.0,219461782.0
Something's Gotta Give,80000000.0,124685242.0,266685242.0,186685242.0
Four Christmases,80000000.0,120146040.0,168311558.0,88311558.0
Face/Off,80000000.0,112276146.0,241200000.0,161200000.0
Bedtime Stories,80000000.0,110101975.0,221468935.0,141468935.0
Road to Perdition,80000000.0,104054514.0,183354514.0,103354514.0
Just Go With It,80000000.0,103028109.0,214974953.0,134974953.0
Daredevil,80000000.0,102543518.0,182782518.0,102782518.0
Eagle Eye,80000000.0,101440743.0,180585259.0,100585259.0
Con Air,80000000.0,101117573.0,224117573.0,144117573.0
Yogi Bear,80000000.0,100246011.0,204774690.0,124774690.0
Cold Mountain,80000000.0,95632614.0,165173909.0,85173909.0
The Book of Eli,80000000.0,94835059.0,158750817.0,78750817.0
Flubber,80000000.0,92993801.0,177993801.0,97993801.0
The Haunting,80000000.0,91188905.0,180188905.0,100188905.0
Space Jam,80000000.0,90463534.0,250200000.0,170200000.0
Fury,80000000.0,85817906.0,210315681.0,130315681.0
Smallfoot,80000000.0,83240103.0,213691277.0,133691277.0
The Pink Panther,80000000.0,82226474.0,158926474.0,78926474.0
Zookeeper,80000000.0,80360866.0,170805525.0,90805525.0
The Day the Earth Stood Still,80000000.0,79366978.0,237370350.0,157370350.0
Conspiracy Theory,80000000.0,76118990.0,142783718.0,62783718.0
"Six Days, Seven Nights",80000000.0,74339294.0,164800000.0,84800000.0
Spirit: Stallion of the Cimarron,80000000.0,73215310.0,106515310.0,26515310.0
Swordfish,80000000.0,69772969.0,147080413.0,67080413.0
Fantasia 2000 (Theatrical Release),80000000.0,69610858.0,69618634.0,-10381366.0
Lost In Space,80000000.0,69117629.0,136047317.0,56047317.0
The Manchurian Candidate,80000000.0,65948711.0,96148711.0,16148711.0
DÃ©jÃ Vu,80000000.0,64038616.0,181038616.0,101038616.0
The Secret Life of Pets 2,80000000.0,63795655.0,113351496.0,33351496.0
Bewitched,80000000.0,63313159.0,131159306.0,51159306.0
The Time Machine,80000000.0,56684819.0,98983590.0,18983590.0
What Dreams May Come,80000000.0,55485043.0,71485043.0,-8514957.0
Mighty Joe Young,80000000.0,50632037.0,50632037.0,-29367963.0
The Legend of Zorro,80000000.0,45575336.0,141475336.0,61475336.0
Little Nicky,80000000.0,39442871.0,58270391.0,-21729609.0
Surrogates,80000000.0,38577772.0,119668350.0,39668350.0
Evolution,80000000.0,38311134.0,98341932.0,18341932.0
The Brothers Grimm,80000000.0,37899638.0,105299638.0,25299638.0
Mars Attacks!,80000000.0,37771017.0,101371017.0,21371017.0
The Wild,80000000.0,37384046.0,99010667.0,19010667.0
Walking with Dinosaurs,80000000.0,36076121.0,123368842.0,43368842.0
Thirteen Days,80000000.0,34566746.0,66554547.0,-13445453.0
Daylight,80000000.0,32908290.0,158908290.0,78908290.0
The Last Witch Hunter,80000000.0,27367660.0,130818912.0,50818912.0
Pompeii,80000000.0,23169033.0,108469033.0,28469033.0
Battlefield Earth: A Saga of the Year 3000,80000000.0,21471685.0,29725663.0,-50274337.0
Looney Tunes: Back in Action,80000000.0,20950820.0,54540662.0,-25459338.0
Nine,80000000.0,19676965.0,53508858.0,-26491142.0
Timeline,80000000.0,19480739.0,26703184.0,-53296816.0
Oceans,80000000.0,19422319.0,86787530.0,6787530.0
Babe: Pig in the City,80000000.0,18319860.0,69131860.0,-10868140.0
The Postman,80000000.0,17650704.0,20841123.0,-59158877.0
Red Planet,80000000.0,17480890.0,33463969.0,-46536031.0
Arthur et les Minimoys,80000000.0,15132763.0,113325743.0,33325743.0
The Invasion,80000000.0,15074191.0,40147042.0,-39852958.0
A Sound of Thunder,80000000.0,1900451.0,6300451.0,-73699549.0
The Lion King,79300000.0,421785283.0,986214868.0,906914868.0
Journey 2: The Mysterious Island,79000000.0,103860290.0,318146162.0,239146162.0
Jack and Jill,79000000.0,74158157.0,150519217.0,71519217.0
A Beautiful Mind,78000000.0,170708996.0,317668058.0,239668058.0
Cloudy with a Chance of Meatballs 2,78000000.0,119793567.0,274392649.0,196392649.0
Red Dragon,78000000.0,92955420.0,206455420.0,128455420.0
Hidalgo,78000000.0,67286731.0,108086731.0,30086731.0
The League of Extraordinary Gentlemen,78000000.0,66465204.0,179265204.0,101265204.0
Exorcist: The Beginning,78000000.0,41814863.0,43957541.0,-34042459.0
AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ©,77600000.0,0.0,60680125.0,-16919875.0
The Little Prince,77500000.0,1311213.0,102028919.0,24528919.0
Renegades,77500000.0,0.0,1521672.0,-75978328.0
The Equalizer 2,77000000.0,102084362.0,190453132.0,113453132.0
Despicable Me 2,76000000.0,368065385.0,975216835.0,899216835.0
2 Fast 2 Furious,76000000.0,127120058.0,236410607.0,160410607.0
Children of Men,76000000.0,35552383.0,69845011.0,-6154989.0
The Adventures of Rocky & Bullwinkle,76000000.0,26000610.0,35129610.0,-40870390.0
The Secret Life of Pets,75000000.0,368384330.0,886750534.0,811750534.0
Independence Day,75000000.0,306169255.0,817400878.0,742400878.0
Dr. Seussâ The Grinch,75000000.0,270620950.0,511002426.0,436002426.0
Sing,75000000.0,270329045.0,634454789.0,559454789.0
Despicable Me 3,75000000.0,264624300.0,1034727750.0,959727750.0
The Lost World: Jurassic Park,75000000.0,229086679.0,618638999.0,543638999.0
Ice Age: The Meltdown,75000000.0,195330621.0,651899282.0,576899282.0
Madagascar,75000000.0,193595521.0,556559566.0,481559566.0
Grown Ups,75000000.0,162001186.0,272223430.0,197223430.0
Shark Tale,75000000.0,161412000.0,371917043.0,296917043.0
X-Men,75000000.0,157299717.0,296872367.0,221872367.0
Wanted,75000000.0,134508551.0,342416460.0,267416460.0
The Rock,75000000.0,134069511.0,336069511.0,261069511.0
50 First Dates,75000000.0,120776832.0,196320329.0,121320329.0
Hairspray,75000000.0,118871849.0,203035572.0,128035572.0
Now You See Me,75000000.0,117723989.0,342769200.0,267769200.0
Dreamgirls,75000000.0,103365956.0,155708695.0,80708695.0
Christopher Robin,75000000.0,99215042.0,197504758.0,122504758.0
Inspector Gadget,75000000.0,97387965.0,97387965.0,22387965.0
Immortals,75000000.0,83504017.0,211562435.0,136562435.0
The Terminal,75000000.0,77073959.0,218673959.0,143673959.0
Constantine,75000000.0,75976178.0,221594911.0,146594911.0
Monster House,75000000.0,73661010.0,141267370.0,66267370.0
Vertical Limit,75000000.0,68473360.0,213500000.0,138500000.0
Charlie Wilson's War,75000000.0,66661095.0,119512771.0,44512771.0
Life,75000000.0,64062587.0,73521587.0,-1478413.0
Be Cool,75000000.0,55849401.0,94944017.0,19944017.0
Munich,75000000.0,47379090.0,131492772.0,56492772.0
Killers,75000000.0,47059963.0,95572749.0,20572749.0
The Man From U.N.C.L.E.,75000000.0,45445109.0,104949584.0,29949584.0
Tears of the Sun,75000000.0,43632458.0,85632458.0,10632458.0
Lady in the Water,75000000.0,42285169.0,72785169.0,-2214831.0
Spanglish,75000000.0,42044321.0,54344321.0,-20655679.0
Bandits,75000000.0,41523271.0,71523271.0,-3476729.0
Anna and the King,75000000.0,39251128.0,39251128.0,-35748872.0
First Knight,75000000.0,37361412.0,127361412.0,52361412.0
Sucker Punch,75000000.0,36392502.0,89758389.0,14758389.0
Hostage,75000000.0,34636443.0,77636443.0,2636443.0
Inferno,75000000.0,34343574.0,219519367.0,144519367.0
Hollywood Homicide,75000000.0,30207785.0,50409753.0,-24590247.0
Titan A.E.,75000000.0,22751979.0,36751979.0,-38248021.0
Flight of the Phoenix,75000000.0,21009180.0,34009180.0,-40990820.0
Soldier,75000000.0,14623082.0,14623082.0,-60376918.0
Virus,75000000.0,14010690.0,30626690.0,-44373310.0
Monkeybone,75000000.0,5409517.0,5409517.0,-69590483.0
PLAYMOBIL,75000000.0,0.0,0.0,-75000000.0
355,75000000.0,0.0,0.0,-75000000.0
Minions,74000000.0,336045770.0,1160336173.0,1086336173.0
The SpongeBob Movie: Sponge Out of Water,74000000.0,162994032.0,311013181.0,237013181.0
Unbreakable,73243106.0,94999143.0,248099143.0,174856037.0
Talladega Nights: The Ballad of Ricky Bobby,73000000.0,148213377.0,162870525.0,89870525.0
The Angry Birds Movie,73000000.0,107509366.0,352327887.0,279327887.0
Snake Eyes,73000000.0,55591409.0,103891409.0,30891409.0
Sphere,73000000.0,37068294.0,50168294.0,-22831706.0
The Simpsons Movie,72500000.0,183135014.0,527071022.0,454571022.0
Fool's Gold,72500000.0,70231041.0,109362966.0,36862966.0
Funny People,72500000.0,51855045.0,71880305.0,-619695.0
The Kingdom,72500000.0,47467250.0,86509602.0,14009602.0
Dr. Dolittle 2,72000000.0,112950721.0,176101721.0,104101721.0
Braveheart,72000000.0,75545647.0,209045244.0,137045244.0
Jarhead,72000000.0,62647540.0,96947540.0,24947540.0
Driven,72000000.0,32616869.0,54616869.0,-17383131.0
The Majestic,72000000.0,27796042.0,37306334.0,-34693666.0
Two Brothers,72000000.0,19176754.0,62176754.0,-9823246.0
The Village,71682975.0,114197520.0,257641634.0,185958659.0
